,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_018658.1_2216335_2217514_neg,NC_018658.1,O3K_RS10740,WP_000173474.1,purT,2216335,2217514,neg,,formate-dependent phosphoribosylglycinamide formyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_310586.1,2.1.2.-,O3K_10690
CDS_NC_018658.1_2217647_2217938_pos,NC_018658.1,O3K_RS10745,WP_000257738.1,yebG,2217647,2217938,pos,,DNA damage-inducible protein YebG,,COORDINATES: similar to AA sequence:RefSeq:NP_310585.1,,O3K_10695
CDS_NC_018658.1_2218004_2218361_pos,NC_018658.1,O3K_RS10750,WP_001295500.1,,2218004,2218361,pos,,protein YebF,,COORDINATES: similar to AA sequence:RefSeq:NP_310584.2,,O3K_10700
CDS_NC_018658.1_2218687_2219347_pos,NC_018658.1,O3K_RS10755,WP_000024745.1,,2218687,2219347,pos,,tellurite resistance TerB family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310583.1,,O3K_10710
CDS_NC_018658.1_2219555_2221616_pos,NC_018658.1,O3K_RS10760,WP_000936951.1,ptrB,2219555,2221616,pos,,oligopeptidase B,,COORDINATES: similar to AA sequence:RefSeq:NP_416359.1,3.4.21.83,O3K_10715
CDS_NC_018658.1_2221612_2222275_neg,NC_018658.1,O3K_RS10765,WP_000944256.1,exoX,2221612,2222275,neg,,exodeoxyribonuclease X,,COORDINATES: similar to AA sequence:RefSeq:NP_416358.1,3.1.11.-,O3K_10720
CDS_NC_018658.1_2222298_2222955_neg,NC_018658.1,O3K_RS10770,WP_000011658.1,,2222298,2222955,neg,,carbon-nitrogen hydrolase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416357.1,,O3K_10725
CDS_NC_018658.1_2223056_2223287_neg,NC_018658.1,O3K_RS10775,WP_000916763.1,holE,2223056,2223287,neg,,DNA polymerase III subunit theta,,COORDINATES: similar to AA sequence:RefSeq:NP_310579.1,2.7.7.7,O3K_10730
CDS_NC_018658.1_2223425_2223800_pos,NC_018658.1,O3K_RS10780,WP_000204699.1,yobA,2223425,2223800,pos,,CopC domain-containing protein YobA,,COORDINATES: similar to AA sequence:RefSeq:NP_416355.1,,O3K_10735
CDS_NC_018658.1_2223803_2224676_pos,NC_018658.1,O3K_RS10785,WP_000879280.1,copD,2223803,2224676,pos,,copper homeostasis membrane protein CopD,,COORDINATES: similar to AA sequence:RefSeq:NP_416354.1,,O3K_10740
CDS_NC_018658.1_2224688_2225030_pos,NC_018658.1,O3K_RS10790,WP_000976472.1,,2224688,2225030,pos,,YebY family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310576.1,,O3K_10745
CDS_NC_018658.1_2225425_2226082_pos,NC_018658.1,O3K_RS10795,WP_000812712.1,pphA,2225425,2226082,pos,,protein-serine/threonine phosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_416352.4,3.1.3.16,O3K_10755
CDS_NC_018658.1_2226082_2226274_neg,NC_018658.1,O3K_RS10800,WP_001296140.1,,2226082,2226274,neg,,YebW family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416351.2,,O3K_10760
CDS_NC_018658.1_2226378_2226615_neg,NC_018658.1,O3K_RS10805,WP_001295499.1,,2226378,2226615,neg,,DUF1480 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707284.2,,O3K_10765
CDS_NC_018658.1_2226732_2228172_neg,NC_018658.1,O3K_RS10810,WP_000057022.1,rsmF,2226732,2228172,neg,,16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF,,COORDINATES: similar to AA sequence:RefSeq:NP_416349.2,2.1.1.178,O3K_10770
CDS_NC_018658.1_2228251_2230885_neg,NC_018658.1,O3K_RS10815,WP_001297532.1,yebT,2228251,2230885,neg,,lipid-binding membrane homeostasis protein YebT,,COORDINATES: similar to AA sequence:RefSeq:NP_416348.2,,O3K_10775
CDS_NC_018658.1_2230853_2232137_neg,NC_018658.1,O3K_RS10820,WP_001207283.1,yebS,2230853,2232137,neg,,membrane integrity lipid transport subunit YebS,,COORDINATES: similar to AA sequence:RefSeq:NP_310570.1,,O3K_10780
CDS_NC_018658.1_2232266_2232764_pos,NC_018658.1,O3K_RS10825,WP_001043882.1,msrC,2232266,2232764,pos,,L-methionine (R)-S-oxide reductase,,COORDINATES: similar to AA sequence:RefSeq:NP_707287.1,1.8.4.14,O3K_10785
CDS_NC_018658.1_2232860_2233559_pos,NC_018658.1,O3K_RS10830,WP_000431370.1,proQ,2232860,2233559,pos,,RNA chaperone ProQ,,COORDINATES: similar to AA sequence:RefSeq:NP_707288.3,,O3K_10790
CDS_NC_018658.1_2233578_2235627_pos,NC_018658.1,O3K_RS10835,WP_001315679.1,prc,2233578,2235627,pos,,carboxy terminal-processing peptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_310567.1,3.4.21.102,O3K_10795
CDS_NC_018658.1_2235818_2236700_pos,NC_018658.1,O3K_RS10840,WP_000984517.1,htpX,2235818,2236700,pos,,protease HtpX,,COORDINATES: similar to AA sequence:RefSeq:WP_014229823.1,3.4.24.-,O3K_10800
CDS_NC_018658.1_2236745_2238119_neg,NC_018658.1,O3K_RS10845,WP_001127216.1,,2236745,2238119,neg,,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_416342.4,,O3K_10805
CDS_NC_018658.1_2238295_2239087_pos,NC_018658.1,O3K_RS10850,WP_001262174.1,kdgR,2238295,2239087,pos,,DNA-binding transcriptional regulator KdgR,,COORDINATES: similar to AA sequence:RefSeq:NP_310564.1,,O3K_10810
CDS_NC_018658.1_2239229_2239469_neg,NC_018658.1,O3K_RS10855,WP_001211011.1,,2239229,2239469,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588456.1,,O3K_10815
CDS_NC_018658.1_2239627_2239771_pos,NC_018658.1,O3K_RS10860,WP_000714550.1,mgrB,2239627,2239771,pos,,PhoP/PhoQ regulator MgrB,,COORDINATES: similar to AA sequence:RefSeq:NP_416340.1,,O3K_10820
CDS_NC_018658.1_2239845_2240133_pos,NC_018658.1,O3K_RS10865,WP_001006866.1,,2239845,2240133,pos,,YebO family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416339.1,,O3K_10825
CDS_NC_018658.1_2240802_2240946_pos,NC_018658.1,O3K_RS10870,WP_001295496.1,,2240802,2240946,pos,,YobF family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416338.1,,O3K_10830
CDS_NC_018658.1_2240958_2241168_pos,NC_018658.1,O3K_RS10875,WP_001062678.1,cspE,2240958,2241168,pos,,transcription antiterminator/RNA stability regulator CspE,,COORDINATES: similar to AA sequence:RefSeq:NP_310560.1,,O3K_10835
CDS_NC_018658.1_2241333_2242143_pos,NC_018658.1,O3K_RS10880,WP_000010107.1,rlmA,2241333,2242143,pos,,23S rRNA (guanine(745)-N(1))-methyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_707298.1,2.1.1.187,O3K_10840
CDS_NC_018658.1_2242139_2242706_neg,NC_018658.1,O3K_RS10885,WP_001296134.1,mntP,2242139,2242706,neg,,manganese efflux pump MntP,,COORDINATES: similar to AA sequence:RefSeq:NP_416335.4,,O3K_10845
CDS_NC_018658.1_2243134_2243593_neg,NC_018658.1,O3K_RS10890,WP_000156255.1,,2243134,2243593,neg,,DUF986 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416334.1,,O3K_10850
CDS_NC_018658.1_2243647_2244499_neg,NC_018658.1,O3K_RS10895,WP_000228655.1,manZ,2243647,2244499,neg,,PTS mannose transporter subunit IID,,COORDINATES: similar to AA sequence:RefSeq:NP_416333.4,,O3K_10855
CDS_NC_018658.1_2244511_2245312_neg,NC_018658.1,O3K_RS10900,WP_000406926.1,manY,2244511,2245312,neg,,PTS mannose transporter subunit IIC,,COORDINATES: similar to AA sequence:RefSeq:WP_002910918.1,,O3K_10860
CDS_NC_018658.1_2245374_2246346_neg,NC_018658.1,O3K_RS10905,WP_000150543.1,manX,2245374,2246346,neg,,PTS mannose transporter subunit IIAB,,COORDINATES: similar to AA sequence:RefSeq:NP_310554.1,,O3K_10865
CDS_NC_018658.1_2246808_2248365_pos,NC_018658.1,O3K_RS10910,WP_000394983.1,yoaE,2246808,2248365,pos,,CNNM family cation transport protein YoaE,,COORDINATES: similar to AA sequence:RefSeq:NP_310552.1,,O3K_10870
CDS_NC_018658.1_2248368_2249967_neg,NC_018658.1,O3K_RS10915,WP_001295494.1,,2248368,2249967,neg,,cyclic diguanylate phosphodiesterase,,COORDINATES: similar to AA sequence:RefSeq:NP_416329.4,,O3K_10875
CDS_NC_018658.1_2250097_2251462_neg,NC_018658.1,O3K_RS10920,WP_000624298.1,sdaA,2250097,2251462,neg,,L-serine ammonia-lyase,,COORDINATES: similar to AA sequence:RefSeq:NP_416328.1,4.3.1.17,O3K_10880
CDS_NC_018658.1_2251645_2252224_neg,NC_018658.1,O3K_RS10925,WP_000456725.1,,2251645,2252224,neg,,CoA pyrophosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_310549.1,,O3K_10885
CDS_NC_018658.1_2252227_2253589_neg,NC_018658.1,O3K_RS10930,WP_000854972.1,pabB,2252227,2253589,neg,,aminodeoxychorismate synthase component 1,,COORDINATES: similar to AA sequence:RefSeq:NP_707310.1,,O3K_10890
CDS_NC_018658.1_2253662_2253842_pos,NC_018658.1,O3K_RS10935,WP_000457334.1,,2253662,2253842,pos,,YoaH family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310547.1,,O3K_10895
CDS_NC_018658.1_2253961_2254321_neg,NC_018658.1,O3K_RS10940,WP_001300615.1,,2253961,2254321,neg,,DUF1889 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001331208.1,,O3K_10900
CDS_NC_018658.1_2254683_2255028_neg,NC_018658.1,O3K_RS10945,WP_001295493.1,,2254683,2255028,neg,,RidA family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416323.4,,O3K_10905
CDS_NC_018658.1_2255159_2257070_pos,NC_018658.1,O3K_RS10950,WP_000128847.1,,2255159,2257070,pos,,ATP-dependent DNA helicase,,COORDINATES: similar to AA sequence:RefSeq:NP_310544.1,,O3K_10910
CDS_NC_018658.1_2257127_2257823_pos,NC_018658.1,O3K_RS10955,WP_001220965.1,tsaB,2257127,2257823,pos,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,,COORDINATES: similar to AA sequence:RefSeq:NP_416321.1,,O3K_10915
CDS_NC_018658.1_2257862_2258444_pos,NC_018658.1,O3K_RS10960,WP_000290564.1,yeaY,2257862,2258444,pos,,Slp family lipoprotein YeaY,,COORDINATES: similar to AA sequence:RefSeq:NP_416320.1,,O3K_10920
CDS_NC_018658.1_2258648_2260334_pos,NC_018658.1,O3K_RS10965,WP_000758422.1,fadD,2258648,2260334,pos,,long-chain-fatty-acid--CoA ligase FadD,,COORDINATES: similar to AA sequence:RefSeq:NP_416319.1,6.2.1.3,O3K_10925
CDS_NC_018658.1_2260415_2261531_pos,NC_018658.1,O3K_RS10970,WP_001303529.1,rnd,2260415,2261531,pos,,ribonuclease D,,COORDINATES: similar to AA sequence:RefSeq:NP_310540.2,3.1.13.5,O3K_10930
CDS_NC_018658.1_2261584_2262550_neg,NC_018658.1,O3K_RS10975,WP_001287005.1,yeaX,2261584,2262550,neg,,carnitine monooxygenase subunit YeaX,,COORDINATES: similar to AA sequence:RefSeq:NP_416317.1,,O3K_10935
CDS_NC_018658.1_2262605_2263730_neg,NC_018658.1,O3K_RS10980,WP_000067822.1,yeaW,2262605,2263730,neg,,carnitine monooxygenase subunit YeaW,,COORDINATES: similar to AA sequence:RefSeq:NP_310538.1,,O3K_10940
CDS_NC_018658.1_2263761_2265372_neg,NC_018658.1,O3K_RS10985,WP_000987525.1,yeaV,2263761,2265372,neg,,BCCT family transporter YeaV,,COORDINATES: similar to AA sequence:RefSeq:NP_310537.2,,O3K_10945
CDS_NC_018658.1_2265622_2266708_neg,NC_018658.1,O3K_RS10990,WP_000978494.1,dmlA,2265622,2266708,neg,,multifunctional D-malate/3-isopropylmalate/tartarate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_416314.1,1.1.1.83,O3K_10950
CDS_NC_018658.1_2266810_2267734_pos,NC_018658.1,O3K_RS10995,WP_001386838.1,dmlR,2266810,2267734,pos,,DNA-binding transcriptional regulator DmlR,,COORDINATES: similar to AA sequence:RefSeq:NP_310535.2,,O3K_10955
CDS_NC_018658.1_2267860_2268499_pos,NC_018658.1,O3K_RS11000,WP_000457202.1,leuE,2267860,2268499,pos,,leucine efflux protein LeuE,,COORDINATES: similar to AA sequence:RefSeq:NP_310534.1,,O3K_10960
CDS_NC_018658.1_2268671_2269031_pos,NC_018658.1,O3K_RS26700,WP_000939301.1,yeaR,2268671,2269031,pos,,DUF1971 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310533.1,,O3K_10965
CDS_NC_018658.1_2269034_2269223_pos,NC_018658.1,O3K_RS26705,WP_000513743.1,,2269034,2269223,pos,,DUF1869 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001569941.1,,O3K_10970
CDS_NC_018658.1_2269241_2269670_neg,NC_018658.1,O3K_RS26710,,tnpA,2269241,2269670,neg,True,IS200/IS605 family transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_313209.1,,
CDS_NC_018658.1_2269677_2270886_pos,NC_018658.1,O3K_RS11010,WP_000826413.1,,2269677,2270886,pos,,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001458895.1,,O3K_10975
CDS_NC_018658.1_2271112_2271361_pos,NC_018658.1,O3K_RS11015,WP_000512153.1,,2271112,2271361,pos,,GlsB/YeaQ/YmgE family stress response membrane protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310531.1,,O3K_10980
CDS_NC_018658.1_2271419_2271494_neg,NC_018658.1,O3K_RS11020,WP_001386836.1,yoaJ,2271419,2271494,neg,,protein YoaJ,,COORDINATES: similar to AA sequence:RefSeq:YP_002791243.1,,O3K_10985
CDS_NC_018658.1_2271496_2271595_neg,NC_018658.1,O3K_RS11025,WP_001219350.1,yoaK,2271496,2271595,neg,,YoaK family small membrane protein,,COORDINATES: similar to AA sequence:RefSeq:YP_002791242.1,,
CDS_NC_018658.1_2271627_2272653_neg,NC_018658.1,O3K_RS11030,WP_001386835.1,dgcP,2271627,2272653,neg,,diguanylate cyclase DgcP,,COORDINATES: similar to AA sequence:RefSeq:NP_416308.4,2.7.7.65,O3K_10990
CDS_NC_018658.1_2272835_2273090_pos,NC_018658.1,O3K_RS11035,WP_000691903.1,yoaF,2272835,2273090,pos,,DUF333 domain-containing lipoprotein YoaF,,COORDINATES: similar to AA sequence:RefSeq:NP_416307.1,,O3K_10995
CDS_NC_018658.1_2273111_2273459_neg,NC_018658.1,O3K_RS11040,WP_001297652.1,,2273111,2273459,neg,,DUF488 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310528.2,,O3K_11000
CDS_NC_018658.1_2273513_2274695_neg,NC_018658.1,O3K_RS11045,WP_000128477.1,nimT,2273513,2274695,neg,,2-nitroimidazole transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_310527.1,,O3K_11005
CDS_NC_018658.1_2274791_2275613_pos,NC_018658.1,O3K_RS11050,WP_000972250.1,nimR,2274791,2275613,pos,,DNA-binding transcriptional regulator NimR,,COORDINATES: similar to AA sequence:RefSeq:NP_416304.1,,O3K_11010
CDS_NC_018658.1_2275569_2276020_neg,NC_018658.1,O3K_RS11055,,,2275569,2276020,neg,True,DUF441 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416303.1,,O3K_11015
CDS_NC_018658.1_2276189_2276294_pos,NC_018658.1,O3K_RS11060,WP_000999630.1,,2276189,2276294,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416302.2,,O3K_11020
CDS_NC_018658.1_2276294_2276798_neg,NC_018658.1,O3K_RS11065,WP_000138052.1,yeaK,2276294,2276798,neg,,mischarged aminoacyl-tRNA deacylase,,COORDINATES: similar to AA sequence:RefSeq:NP_310523.1,,O3K_11025
CDS_NC_018658.1_2276840_2278331_neg,NC_018658.1,O3K_RS11070,WP_000766132.1,,2276840,2278331,neg,,GGDEF domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416300.2,,O3K_11030
CDS_NC_018658.1_2278511_2279987_neg,NC_018658.1,O3K_RS11075,WP_000616411.1,,2278511,2279987,neg,,GGDEF domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416299.1,,O3K_11035
CDS_NC_018658.1_2280133_2281417_neg,NC_018658.1,O3K_RS11080,WP_000219686.1,,2280133,2281417,neg,,YeaH/YhbH family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310520.1,,O3K_11040
CDS_NC_018658.1_2281529_2283464_neg,NC_018658.1,O3K_RS11085,WP_001019882.1,yeaG,2281529,2283464,neg,,protein kinase YeaG,,COORDINATES: similar to AA sequence:RefSeq:NP_310519.1,,O3K_11045
CDS_NC_018658.1_2283899_2284646_pos,NC_018658.1,O3K_RS11090,WP_000163771.1,mipA,2283899,2284646,pos,,scaffolding protein MipA,,COORDINATES: similar to AA sequence:RefSeq:NP_416296.1,,O3K_11050
CDS_NC_018658.1_2284735_2285590_pos,NC_018658.1,O3K_RS11095,WP_001186343.1,yeaE,2284735,2285590,pos,,methylglyoxal reductase YeaE,,COORDINATES: similar to AA sequence:RefSeq:NP_310517.1,1.1.1.-,O3K_11055
CDS_NC_018658.1_2285640_2286525_neg,NC_018658.1,O3K_RS11100,WP_001299317.1,,2285640,2286525,neg,,D-hexose-6-phosphate mutarotase,,COORDINATES: similar to AA sequence:RefSeq:NP_707334.2,,O3K_11060
CDS_NC_018658.1_2286608_2287604_neg,NC_018658.1,O3K_RS11105,WP_000153502.1,gapA,2286608,2287604,neg,,glyceraldehyde-3-phosphate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_006322611.1,1.2.1.12,O3K_11065
CDS_NC_018658.1_2287945_2288359_pos,NC_018658.1,O3K_RS11110,WP_001284618.1,msrB,2287945,2288359,pos,,peptide-methionine (R)-S-oxide reductase MsrB,,COORDINATES: similar to AA sequence:RefSeq:NP_310514.1,1.8.4.12,O3K_11070
CDS_NC_018658.1_2288400_2288673_pos,NC_018658.1,O3K_RS11115,WP_001046790.1,,2288400,2288673,pos,,YeaC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707337.2,,O3K_11075
CDS_NC_018658.1_2289042_2290119_pos,NC_018658.1,O3K_RS11120,WP_000645203.1,,2289042,2290119,pos,,zinc-binding dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_310512.1,,O3K_11080
CDS_NC_018658.1_2290145_2291525_pos,NC_018658.1,O3K_RS11125,WP_000435278.1,,2290145,2291525,pos,,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_416289.1,,O3K_11085
CDS_NC_018658.1_2291541_2292585_pos,NC_018658.1,O3K_RS11130,WP_000798115.1,,2291541,2292585,pos,,NAD(P)-dependent alcohol dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_416288.1,,O3K_11090
CDS_NC_018658.1_2292605_2293442_pos,NC_018658.1,O3K_RS11135,WP_000878893.1,,2292605,2293442,pos,,ketose-bisphosphate aldolase,,COORDINATES: similar to AA sequence:RefSeq:NP_416287.1,,O3K_11095
CDS_NC_018658.1_2293446_2294394_pos,NC_018658.1,O3K_RS11140,WP_000369231.1,,2293446,2294394,pos,,carbohydrate kinase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416286.4,,O3K_11100
CDS_NC_018658.1_2294403_2295384_pos,NC_018658.1,O3K_RS11145,WP_000723710.1,ydjG,2294403,2295384,pos,,NADH-dependent methylglyoxal reductase,,COORDINATES: similar to AA sequence:RefSeq:NP_416285.1,1.1.1.-,O3K_11105
CDS_NC_018658.1_2295520_2296279_pos,NC_018658.1,O3K_RS11150,WP_000719088.1,,2295520,2296279,pos,,DeoR/GlpR transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_310506.1,,O3K_11110
CDS_NC_018658.1_2296395_2297754_pos,NC_018658.1,O3K_RS11155,WP_000438813.1,,2296395,2297754,pos,,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_707344.2,,O3K_11115
CDS_NC_018658.1_2297846_2298488_neg,NC_018658.1,O3K_RS11160,WP_001120535.1,pncA,2297846,2298488,neg,,bifunctional nicotinamidase/pyrazinamidase,,COORDINATES: similar to AA sequence:RefSeq:NP_310502.2,3.5.1.-,O3K_11120
CDS_NC_018658.1_2298498_2299515_neg,NC_018658.1,O3K_RS11165,WP_001170162.1,ansA,2298498,2299515,neg,,asparaginase,,COORDINATES: similar to AA sequence:RefSeq:NP_310501.1,,O3K_11125
CDS_NC_018658.1_2299681_2301538_neg,NC_018658.1,O3K_RS11170,WP_001259807.1,sppA,2299681,2301538,neg,,signal peptide peptidase SppA,,COORDINATES: similar to AA sequence:RefSeq:NP_707347.2,3.4.21.-,O3K_11130
CDS_NC_018658.1_2301698_2302250_pos,NC_018658.1,O3K_RS11175,WP_000339283.1,,2301698,2302250,pos,,NAD(P)H nitroreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_310498.1,,O3K_11135
CDS_NC_018658.1_2302366_2303410_pos,NC_018658.1,O3K_RS11180,WP_001297659.1,selD,2302366,2303410,pos,,"selenide, water dikinase SelD",,COORDINATES: similar to AA sequence:RefSeq:NP_310497.1,2.7.9.3,O3K_11140
CDS_NC_018658.1_2303414_2305376_pos,NC_018658.1,O3K_RS11185,WP_001235793.1,topB,2303414,2305376,pos,,DNA topoisomerase III,,COORDINATES: similar to AA sequence:RefSeq:NP_416277.1,5.6.2.1,O3K_11145
CDS_NC_018658.1_2305503_2306544_pos,NC_018658.1,O3K_RS11190,WP_000756914.1,,2305503,2306544,pos,,DUF1266 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416276.4,,O3K_11150
CDS_NC_018658.1_2306660_2308004_neg,NC_018658.1,O3K_RS11195,WP_000373043.1,gdhA,2306660,2308004,neg,,NADP-specific glutamate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_310494.1,1.4.1.4,O3K_11155
CDS_NC_018658.1_2308239_2308512_pos,NC_018658.1,O3K_RS11200,WP_000085233.1,,2308239,2308512,pos,,YnjH family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416274.1,,O3K_11160
CDS_NC_018658.1_2308477_2308885_neg,NC_018658.1,O3K_RS11205,WP_000781892.1,nudG,2308477,2308885,neg,,CTP pyrophosphohydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_416273.1,3.6.1.65,O3K_11165
CDS_NC_018658.1_2308971_2309592_pos,NC_018658.1,O3K_RS11210,WP_001307237.1,,2308971,2309592,pos,,CDP-alcohol phosphatidyltransferase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707357.2,,O3K_11170
CDS_NC_018658.1_2309600_2310908_neg,NC_018658.1,O3K_RS11215,WP_001351355.1,ynjE,2309600,2310908,neg,,thiosulfate sulfurtransferase YnjE,,COORDINATES: similar to AA sequence:RefSeq:NP_416271.4,2.8.1.1,O3K_11175
CDS_NC_018658.1_2310974_2311628_neg,NC_018658.1,O3K_RS11220,WP_000882826.1,,2310974,2311628,neg,,ATP-binding cassette domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310489.1,,O3K_11180
CDS_NC_018658.1_2311627_2313163_neg,NC_018658.1,O3K_RS11225,WP_000258524.1,,2311627,2313163,neg,,ABC transporter permease,,COORDINATES: similar to AA sequence:RefSeq:NP_416269.4,,O3K_11185
CDS_NC_018658.1_2313135_2314302_neg,NC_018658.1,O3K_RS11230,WP_001215298.1,,2313135,2314302,neg,,ABC transporter substrate-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416268.2,,O3K_11190
CDS_NC_018658.1_2314311_2314860_neg,NC_018658.1,O3K_RS11235,WP_000524080.1,,2314311,2314860,neg,,carboxymuconolactone decarboxylase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310486.1,,O3K_11195
CDS_NC_018658.1_2314859_2315567_neg,NC_018658.1,O3K_RS11240,WP_000977124.1,,2314859,2315567,neg,,TVP38/TMEM64 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310485.1,,O3K_11200
CDS_NC_018658.1_2315580_2316258_neg,NC_018658.1,O3K_RS11245,WP_000077942.1,ydjY,2315580,2316258,neg,,protein YdjY,,COORDINATES: similar to AA sequence:RefSeq:NP_416265.4,,O3K_11205
CDS_NC_018658.1_2316262_2316973_neg,NC_018658.1,O3K_RS11250,WP_001351354.1,,2316262,2316973,neg,,TVP38/TMEM64 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416264.4,,O3K_11210
CDS_NC_018658.1_2317139_2317946_neg,NC_018658.1,O3K_RS11255,WP_000673924.1,xthA,2317139,2317946,neg,,exodeoxyribonuclease III,,COORDINATES: similar to AA sequence:RefSeq:NP_416263.1,3.1.11.2,O3K_11215
CDS_NC_018658.1_2318391_2319612_pos,NC_018658.1,O3K_RS11260,WP_000082041.1,astC,2318391,2319612,pos,,succinylornithine/acetylornithine transaminase,,COORDINATES: similar to AA sequence:RefSeq:NP_416262.1,2.6.1.11,O3K_11220
CDS_NC_018658.1_2319608_2320643_pos,NC_018658.1,O3K_RS11265,WP_000989416.1,astA,2319608,2320643,pos,,arginine N-succinyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_310480.1,2.3.1.109,O3K_11225
CDS_NC_018658.1_2320639_2322118_pos,NC_018658.1,O3K_RS11270,WP_000177212.1,astD,2320639,2322118,pos,,succinylglutamate-semialdehyde dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_310479.1,1.2.1.71,O3K_11230
CDS_NC_018658.1_2322114_2323458_pos,NC_018658.1,O3K_RS11275,WP_000995007.1,astB,2322114,2323458,pos,,N-succinylarginine dihydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_416259.1,3.5.3.23,O3K_11235
CDS_NC_018658.1_2323450_2324419_pos,NC_018658.1,O3K_RS11280,WP_000368485.1,astE,2323450,2324419,pos,,succinylglutamate desuccinylase,,COORDINATES: similar to AA sequence:RefSeq:NP_416258.1,3.5.1.96,O3K_11240
CDS_NC_018658.1_2324748_2325234_pos,NC_018658.1,O3K_RS11285,WP_001228991.1,spy,2324748,2325234,pos,,ATP-independent periplasmic protein-refolding chaperone,,COORDINATES: similar to AA sequence:RefSeq:NP_310476.1,,O3K_11245
CDS_NC_018658.1_2325436_2326012_pos,NC_018658.1,O3K_RS11290,WP_001351353.1,ves,2325436,2326012,pos,,environmental stress-induced protein Ves,,COORDINATES: similar to AA sequence:RefSeq:NP_416256.2,,O3K_11250
CDS_NC_018658.1_2325971_2326859_neg,NC_018658.1,O3K_RS11295,WP_000252388.1,cho,2325971,2326859,neg,,excinuclease Cho,,COORDINATES: similar to AA sequence:RefSeq:NP_310474.1,3.1.25.-,O3K_11255
CDS_NC_018658.1_2327088_2327916_neg,NC_018658.1,O3K_RS11300,WP_000175037.1,nadE,2327088,2327916,neg,,ammonia-dependent NAD(+) synthetase,,COORDINATES: similar to AA sequence:RefSeq:NP_310473.1,6.3.1.5,O3K_11265
CDS_NC_018658.1_2328117_2328456_pos,NC_018658.1,O3K_RS11305,WP_001039044.1,osmE,2328117,2328456,pos,,osmotically-inducible lipoprotein OsmE,,COORDINATES: similar to AA sequence:RefSeq:NP_310472.1,,O3K_11270
