,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_013364.1_3317426_3317696_neg,NC_013364.1,ECO111_RS17475,WP_001023452.1,,3317426,3317696,neg,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310967.2,,ECO111_3342,184,13,71.0,11.0,,
CDS_NC_013364.1_881773_882043_pos,NC_013364.1,ECO111_RS04355,WP_001023459.1,,881773,882043,pos,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310967.2,,ECO111_0826,184,13,71.0,11.0,,
CDS_NC_013364.1_1483970_1484063_pos,NC_013364.1,ECO111_RS33675,,,1483970,1484063,pos,True,tail assembly protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309586.2,,,184,13,,,,
CDS_NC_013364.1_2011950_2012220_neg,NC_013364.1,ECO111_RS10490,WP_001023476.1,,2011950,2012220,neg,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309836.1,,ECO111_2000,184,13,71.0,11.0,,
CDS_NC_013364.1_2537510_2537780_neg,NC_013364.1,ECO111_RS13390,WP_001023476.1,,2537510,2537780,neg,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309836.1,,ECO111_2555,184,13,71.0,11.0,,
CDS_NC_013364.1_1220706_1220976_pos,NC_013364.1,ECO111_RS06195,WP_001024006.1,,1220706,1220976,pos,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309256.1,,ECO111_1170,184,13,71.0,11.0,,
CDS_NC_013364.1_2394427_2394697_neg,NC_013364.1,ECO111_RS12525,WP_001023381.1,,2394427,2394697,neg,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310967.2,,ECO111_2393,184,13,71.0,11.0,,
CDS_NC_013364.1_4995912_4996182_pos,NC_013364.1,ECO111_RS25890,WP_001023417.1,,4995912,4996182,pos,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311516.2,,ECO111_4915,184,13,71.0,11.0,,
CDS_NC_013364.1_1770682_1770952_pos,NC_013364.1,ECO111_RS09305,WP_001023992.1,,1770682,1770952,pos,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310020.2,,ECO111_1764,184,13,71.0,11.0,,
CDS_NC_013364.1_1483699_1483969_pos,NC_013364.1,ECO111_RS07755,WP_001023356.1,,1483699,1483969,pos,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310184.1,,ECO111_1467,184,13,71.0,11.0,,
CDS_NC_013364.1_1644470_1645170_pos,NC_013364.1,ECO111_RS31060,,,1644470,1645170,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,ECO111_1633,184,13,,,,
CDS_NC_013364.1_1643940_1644210_pos,NC_013364.1,ECO111_RS08610,WP_001023476.1,,1643940,1644210,pos,,phage tail fiber C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309836.1,,ECO111_1631,184,13,71.0,11.0,,
CDS_NC_013364.1_2562665_2562938_neg,NC_013364.1,ECO111_RS13545,WP_001290231.1,,2562665,2562938,neg,,DUF826 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309238.2,,,185,2,72.0,2.0,46.0,2.0
CDS_NC_013364.1_1206276_1206549_pos,NC_013364.1,ECO111_RS06110,WP_001290212.1,,1206276,1206549,pos,,DUF826 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309238.2,,ECO111_1151,185,2,72.0,2.0,46.0,2.0
CDS_NC_013365.1_40159_40414_neg,NC_013365.1,ECO111_RS28025,WP_000880375.1,,40159,40414,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000880375.1,,ECO111_p1-037,186,2,,,,
CDS_NC_013365.1_40539_40774_neg,NC_013365.1,ECO111_RS32535,,,40539,40774,neg,True,type I restriction-modification system subunit M N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016162084.1,,ECO111_p1-038,186,2,,,,
CDS_NC_013364.1_1454319_1456170_pos,NC_013364.1,ECO111_RS07585,WP_000874287.1,,1454319,1456170,pos,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_309808.1,,ECO111_1432,187,6,73.0,5.0,47.0,5.0
CDS_NC_013364.1_2039325_2041176_neg,NC_013364.1,ECO111_RS10665,WP_000143036.1,,2039325,2041176,neg,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_309808.1,,ECO111_2033,187,6,73.0,5.0,47.0,5.0
CDS_NC_013364.1_855891_856133_pos,NC_013364.1,ECO111_RS33575,,,855891,856133,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_303550.1,,,187,6,,,,
CDS_NC_013364.1_4969533_4971384_pos,NC_013364.1,ECO111_RS25745,WP_000143075.1,,4969533,4971384,pos,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_309988.1,,ECO111_4888,187,6,73.0,5.0,47.0,5.0
CDS_NC_013364.1_854064_855915_neg,NC_013364.1,ECO111_RS04165,WP_000023272.1,,854064,855915,neg,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_310773.1,,ECO111_0789,187,6,73.0,5.0,47.0,5.0
CDS_NC_013364.1_1139568_1141419_pos,NC_013364.1,ECO111_RS05640,WP_000874357.1,,1139568,1141419,pos,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_309115.1,,ECO111_1070,187,6,73.0,5.0,47.0,5.0
CDS_NC_013364.1_345640_345904_neg,NC_013364.1,ECO111_RS01705,WP_000803998.1,,345640,345904,neg,,type B 50S ribosomal protein L31,,COORDINATES: similar to AA sequence:RefSeq:NP_414830.1,,ECO111_0331,188,2,74.0,2.0,48.0,2.0
CDS_NC_013364.1_1288614_1288878_pos,NC_013364.1,ECO111_RS06560,WP_000803992.1,,1288614,1288878,pos,,type B 50S ribosomal protein L31,,COORDINATES: similar to AA sequence:RefSeq:NP_309357.1,,ECO111_1236,188,2,74.0,2.0,48.0,2.0
CDS_NC_013364.1_1122285_1123338_neg,NC_013364.1,ECO111_RS05475,,,1122285,1123338,neg,True,3'-5' exoribonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_309786.1,,ECO111_1042,189,2,,,,
CDS_NC_013364.1_1121975_1122218_neg,NC_013364.1,ECO111_RS33600,WP_000273151.1,,1121975,1122218,neg,,DUF4224 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_303789.1,,ECO111_1041,189,2,,,,
CDS_NC_013364.1_5000266_5001365_neg,NC_013364.1,ECO111_RS25925,,,5000266,5001365,neg,True,site-specific integrase,,COORDINATES: similar to AA sequence:RefSeq:WP_000332260.1,,ECO111_4922,190,4,,,,
CDS_NC_013364.1_3316810_3317059_pos,NC_013364.1,ECO111_RS17470,WP_001217540.1,,3316810,3317059,pos,,DinI-like family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310966.1,,ECO111_3341,190,4,75.0,3.0,49.0,3.0
CDS_NC_013364.1_4999956_5000205_neg,NC_013364.1,ECO111_RS25920,WP_001217542.1,,4999956,5000205,neg,,DinI-like family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311510.1,,ECO111_4920,190,4,75.0,3.0,49.0,3.0
CDS_NC_013364.1_2392391_2392640_pos,NC_013364.1,ECO111_RS12515,WP_001261931.1,,2392391,2392640,pos,,DinI-like family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708018.1,,ECO111_2390,190,4,75.0,3.0,49.0,3.0
CDS_NC_013364.1_1198271_1198508_pos,NC_013364.1,ECO111_RS06035,WP_001281772.1,,1198271,1198508,pos,,Lar family restriction alleviation protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309221.1,,,191,2,76.0,2.0,50.0,2.0
CDS_NC_013364.1_2647846_2648083_neg,NC_013364.1,ECO111_RS33845,WP_001449504.1,,2647846,2648083,neg,,Lar family restriction alleviation protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309221.1,,ECO111_2704,191,2,76.0,2.0,50.0,2.0
CDS_NC_013364.1_2420674_2420920_neg,NC_013364.1,ECO111_RS12680,WP_001290230.1,,2420674,2420920,neg,,DUF826 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310997.1,,ECO111_2425,192,2,77.0,2.0,51.0,2.0
CDS_NC_013364.1_1619432_1619678_pos,NC_013364.1,ECO111_RS08470,WP_001290214.1,,1619432,1619678,pos,,DUF826 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310997.1,,ECO111_1600,192,2,77.0,2.0,51.0,2.0
CDS_NC_013364.1_1459580_1459808_neg,NC_013364.1,ECO111_RS07625,WP_000095736.1,,1459580,1459808,neg,,DUF3950 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309815.1,,ECO111_1440,193,5,78.0,5.0,52.0,5.0
CDS_NC_013364.1_2559427_2559652_pos,NC_013364.1,ECO111_RS31490,WP_001444498.1,,2559427,2559652,pos,,YlcI/YnfO family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001369651.1,,ECO111_2578,193,5,78.0,5.0,52.0,5.0
CDS_NC_013364.1_2417397_2417625_pos,NC_013364.1,ECO111_RS12645,WP_000095736.1,,2417397,2417625,pos,,DUF3950 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309815.1,,ECO111_2417,193,5,78.0,5.0,52.0,5.0
CDS_NC_013364.1_2036131_2036359_pos,NC_013364.1,ECO111_RS10625,WP_000095736.1,,2036131,2036359,pos,,DUF3950 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309815.1,,ECO111_2025,193,5,78.0,5.0,52.0,5.0
CDS_NC_013364.1_1144957_1145182_neg,NC_013364.1,ECO111_RS05685,WP_001303940.1,,1144957,1145182,neg,,YlcI/YnfO family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001369651.1,,,193,5,78.0,5.0,52.0,5.0
CDS_NC_013364.1_880458_881772_pos,NC_013364.1,ECO111_RS04350,WP_000268900.1,,880458,881772,pos,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_0825,194,9,79.0,9.0,,
CDS_NC_013364.1_1482375_1483698_pos,NC_013364.1,ECO111_RS30190,WP_000268887.1,,1482375,1483698,pos,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_1466,194,9,79.0,9.0,,
CDS_NC_013364.1_1769367_1770681_pos,NC_013364.1,ECO111_RS09300,WP_000268964.1,,1769367,1770681,pos,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_1763,194,9,79.0,9.0,,
CDS_NC_013364.1_2394698_2396012_neg,NC_013364.1,ECO111_RS12530,WP_000279053.1,,2394698,2396012,neg,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310968.1,,ECO111_2394,194,9,79.0,9.0,,
CDS_NC_013364.1_2537781_2539095_neg,NC_013364.1,ECO111_RS13395,WP_000279057.1,,2537781,2539095,neg,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_2556,194,9,79.0,9.0,,
CDS_NC_013364.1_1642625_1643939_pos,NC_013364.1,ECO111_RS08605,WP_000279055.1,,1642625,1643939,pos,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_1630,194,9,79.0,9.0,,
CDS_NC_013364.1_3317697_3319011_neg,NC_013364.1,ECO111_RS17480,WP_000279055.1,,3317697,3319011,neg,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_3343,194,9,79.0,9.0,,
CDS_NC_013364.1_4994597_4995911_pos,NC_013364.1,ECO111_RS25885,WP_000279033.1,,4994597,4995911,pos,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310019.2,,ECO111_4914,194,9,79.0,9.0,,
CDS_NC_013364.1_2012221_2013526_neg,NC_013364.1,ECO111_RS10495,WP_000216548.1,,2012221,2013526,neg,,prophage tail fiber N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309835.1,,ECO111_2001,194,9,79.0,9.0,,
CDS_NC_013364.1_1265779_1267597_neg,NC_013364.1,ECO111_RS06430,WP_000282209.1,,1265779,1267597,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309327.1,,ECO111_1211,195,2,,,,
CDS_NC_013364.1_1267793_1268455_pos,NC_013364.1,ECO111_RS30855,,,1267793,1268455,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477181.1,,,195,2,,,,
CDS_NC_013364.1_4978947_4979169_pos,NC_013364.1,ECO111_RS25800,WP_001063096.1,,4978947,4979169,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001063105.1,,,196,7,80.0,5.0,53.0,5.0
CDS_NC_013364.1_2412211_2412433_neg,NC_013364.1,ECO111_RS12620,WP_001063025.1,,2412211,2412433,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_304527.1,,ECO111_2412,196,7,80.0,5.0,53.0,5.0
CDS_NC_013364.1_1464939_1467686_pos,NC_013364.1,ECO111_RS30990,,,1464939,1467686,pos,True,phage portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309571.1,,,196,7,,,,
CDS_NC_013364.1_2030946_2031168_neg,NC_013364.1,ECO111_RS10595,WP_001063025.1,,2030946,2031168,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_304527.1,,ECO111_2020,196,7,80.0,5.0,53.0,5.0
CDS_NC_013364.1_1464772_1464994_pos,NC_013364.1,ECO111_RS07650,WP_001063099.1,,1464772,1464994,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009502610.1,,ECO111_1445,196,7,80.0,5.0,53.0,5.0
CDS_NC_013364.1_4979114_4981536_pos,NC_013364.1,ECO111_RS32330,,,4979114,4981536,pos,True,phage portal protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001365916.1,,,196,7,,,,
CDS_NC_013364.1_1752938_1753160_pos,NC_013364.1,ECO111_RS09210,WP_001063099.1,,1752938,1753160,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009502610.1,,ECO111_1746,196,7,80.0,5.0,53.0,5.0
CDS_NC_013364.1_333402_333624_neg,NC_013364.1,ECO111_RS01600,WP_000692308.1,,333402,333624,neg,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309431.1,,ECO111_0310,197,3,81.0,3.0,54.0,3.0
CDS_NC_013364.1_2610106_2610328_pos,NC_013364.1,ECO111_RS13900,WP_000692345.1,,2610106,2610328,pos,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309431.1,,ECO111_2648,197,3,81.0,3.0,54.0,3.0
CDS_NC_013364.1_1346880_1347102_pos,NC_013364.1,ECO111_RS06925,WP_001220314.1,,1346880,1347102,pos,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309431.1,,ECO111_1304,197,3,81.0,3.0,54.0,3.0
CDS_NC_013370.1_82818_83028_pos,NC_013370.1,ECO111_RS29470,WP_000951706.1,,82818,83028,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309194.2,,,198,3,82.0,3.0,55.0,3.0
CDS_NC_013364.1_1187091_1187301_neg,NC_013364.1,ECO111_RS05925,WP_000951710.1,,1187091,1187301,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309194.2,,ECO111_1121,198,3,82.0,3.0,55.0,3.0
CDS_NC_013364.1_2657782_2657992_pos,NC_013364.1,ECO111_RS14280,WP_000951710.1,,2657782,2657992,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309194.2,,ECO111_2728,198,3,82.0,3.0,55.0,3.0
CDS_NC_013364.1_1132270_1132488_pos,NC_013364.1,ECO111_RS05560,,,1132270,1132488,pos,True,DUF4014 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707244.1,,,199,3,,,,
CDS_NC_013370.1_82350_82563_pos,NC_013370.1,ECO111_RS29465,WP_000935430.1,,82350,82563,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309976.1,,ECO111_p2-098,199,3,83.0,2.0,56.0,2.0
CDS_NC_013364.1_1132025_1132238_pos,NC_013364.1,ECO111_RS05555,WP_000935420.1,,1132025,1132238,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309976.1,,ECO111_1058,199,3,83.0,2.0,56.0,2.0
CDS_NC_013365.1_67443_68141_pos,NC_013365.1,ECO111_RS28180,,,67443,68141,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,ECO111_p1-070,200,2,,,,
CDS_NC_013365.1_66924_67137_pos,NC_013365.1,ECO111_RS28170,WP_001324690.1,,66924,67137,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001324690.1,,ECO111_p1-068,200,2,,,,
CDS_NC_013364.1_2038673_2038889_neg,NC_013364.1,ECO111_RS10660,WP_029785460.1,,2038673,2038889,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309557.1,,ECO111_2032,201,10,84.0,10.0,,
CDS_NC_013364.1_2908393_2908609_neg,NC_013364.1,ECO111_RS15500,WP_000284524.1,,2908393,2908609,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308845.1,,ECO111_2965,201,10,84.0,10.0,,
CDS_NC_013364.1_1141857_1142073_pos,NC_013364.1,ECO111_RS05650,WP_024182511.1,,1141857,1142073,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309557.1,,ECO111_1071,201,10,84.0,10.0,,
CDS_NC_013364.1_2420381_2420597_neg,NC_013364.1,ECO111_RS12675,WP_000284515.1,,2420381,2420597,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308845.1,,ECO111_2424,201,10,84.0,10.0,,
CDS_NC_013364.1_4971823_4972039_pos,NC_013364.1,ECO111_RS25755,WP_024164617.1,,4971823,4972039,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308845.1,,ECO111_4889,201,10,84.0,10.0,,
CDS_NC_013364.1_1456608_1456824_pos,NC_013364.1,ECO111_RS07595,WP_024164617.1,,1456608,1456824,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308845.1,,ECO111_1433,201,10,84.0,10.0,,
CDS_NC_013364.1_1206625_1206841_pos,NC_013364.1,ECO111_RS06115,WP_000284506.1,,1206625,1206841,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,ECO111_1152,201,10,84.0,10.0,,
CDS_NC_013364.1_853410_853626_neg,NC_013364.1,ECO111_RS04155,WP_085948261.1,,853410,853626,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308845.1,,ECO111_0788,201,10,84.0,10.0,,
CDS_NC_013364.1_1619755_1619971_pos,NC_013364.1,ECO111_RS08475,WP_001072901.1,,1619755,1619971,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,ECO111_1601,201,10,84.0,10.0,,
CDS_NC_013364.1_2562373_2562589_neg,NC_013364.1,ECO111_RS13540,WP_000284516.1,,2562373,2562589,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309809.1,,ECO111_2586,201,10,84.0,10.0,,
CDS_NC_013364.1_3756674_3756839_neg,NC_013364.1,ECO111_RS31935,,,3756674,3756839,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001013305.1,,,202,2,,,,
CDS_NC_013364.1_3756162_3756366_neg,NC_013364.1,ECO111_RS31930,WP_001344959.1,,3756162,3756366,neg,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,,202,2,,,,
CDS_NC_013364.1_2859025_2859255_pos,NC_013364.1,ECO111_RS15240,,,2859025,2859255,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000076676.1,,,203,2,,,,
CDS_NC_013364.1_2857220_2859029_pos,NC_013364.1,ECO111_RS31685,WP_001345228.1,,2857220,2859029,pos,,host cell division inhibitor Icd-like protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001345228.1,,,203,2,,,,
CDS_NC_013364.1_1514767_1517088_pos,NC_013364.1,ECO111_RS32970,,,1514767,1517088,pos,True,autotransporter outer membrane beta-barrel domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707067.1,,ECO111_1496,204,2,,,,
CDS_NC_013364.1_1514441_1514651_pos,NC_013364.1,ECO111_RS32965,WP_001297677.1,,1514441,1514651,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001297677.1,,ECO111_1495,204,2,,,,
CDS_NC_013364.1_1993465_1993684_pos,NC_013364.1,ECO111_RS10375,WP_001171894.1,,1993465,1993684,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309791.1,,ECO111_1973,205,2,85.0,2.0,57.0,2.0
CDS_NC_013364.1_1440873_1441092_neg,NC_013364.1,ECO111_RS07460,WP_001171930.1,,1440873,1441092,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310310.2,,ECO111_1407,205,2,85.0,2.0,57.0,2.0
CDS_NC_013364.1_1758416_1758626_pos,NC_013364.1,ECO111_RS09250,WP_001453698.1,,1758416,1758626,pos,,DUF4035 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309578.2,,ECO111_1754,206,5,86.0,5.0,58.0,5.0
CDS_NC_013364.1_2406753_2406963_neg,NC_013364.1,ECO111_RS12575,WP_001453698.1,,2406753,2406963,neg,,DUF4035 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309578.2,,ECO111_2403,206,5,86.0,5.0,58.0,5.0
CDS_NC_013364.1_1470411_1470621_pos,NC_013364.1,ECO111_RS07695,WP_001453698.1,,1470411,1470621,pos,,DUF4035 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309578.2,,ECO111_1454,206,5,86.0,5.0,58.0,5.0
CDS_NC_013364.1_4984261_4984471_pos,NC_013364.1,ECO111_RS25845,WP_001453698.1,,4984261,4984471,pos,,DUF4035 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309578.2,,ECO111_4906,206,5,86.0,5.0,58.0,5.0
CDS_NC_013364.1_2025641_2025851_neg,NC_013364.1,ECO111_RS10550,WP_001453698.1,,2025641,2025851,neg,,DUF4035 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309578.2,,ECO111_2011,206,5,86.0,5.0,58.0,5.0
CDS_NC_013366.1_40737_40962_neg,NC_013366.1,ECO111_RS34195,WP_001427866.1,,40737,40962,neg,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,,207,2,87.0,2.0,59.0,2.0
CDS_NC_013366.1_31966_32191_neg,NC_013366.1,ECO111_RS34105,WP_013279293.1,,31966,32191,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001423270.1,,,207,2,87.0,2.0,59.0,2.0
CDS_NC_013364.1_1198045_1198261_pos,NC_013364.1,ECO111_RS06030,WP_000103679.1,,1198045,1198261,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309220.1,,ECO111_1143,208,2,88.0,2.0,60.0,2.0
CDS_NC_013364.1_2648093_2648309_neg,NC_013364.1,ECO111_RS33850,WP_000103678.1,,2648093,2648309,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009502643.1,,ECO111_2705,208,2,88.0,2.0,60.0,2.0
CDS_NC_013364.1_3339555_3339768_pos,NC_013364.1,ECO111_RS17610,WP_000102413.1,,3339555,3339768,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310989.2,,ECO111_3368,209,2,89.0,2.0,61.0,2.0
CDS_NC_013364.1_1626187_1626400_pos,NC_013364.1,ECO111_RS08520,WP_000102413.1,,1626187,1626400,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310989.2,,ECO111_1612,209,2,89.0,2.0,61.0,2.0
CDS_NC_013364.1_2435915_2436116_pos,NC_013364.1,ECO111_RS12795,WP_000147364.1,,2435915,2436116,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000147365.1,,ECO111_2445,210,2,,,,
CDS_NC_013364.1_2436314_2436496_pos,NC_013364.1,ECO111_RS12800,,,2436314,2436496,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000553980.1,,ECO111_2447,210,2,,,,
CDS_NC_013364.1_4134371_4134572_neg,NC_013364.1,ECO111_RS21760,WP_001007728.1,,4134371,4134572,neg,,YheV family putative metal-binding protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588468.1,,ECO111_4157,211,3,,,,
CDS_NC_013364.1_4136385_4136906_neg,NC_013364.1,ECO111_RS21770,,kefG,4136385,4136906,neg,True,glutathione-regulated potassium-efflux system ancillary protein KefG,,COORDINATES: similar to AA sequence:RefSeq:NP_312229.2,,,211,3,,,,
CDS_NC_013364.1_4134581_4136386_neg,NC_013364.1,ECO111_RS21765,,kefB,4134581,4136386,neg,True,glutathione-regulated potassium-efflux system protein KefB,,COORDINATES: similar to AA sequence:RefSeq:NP_417809.1,,,211,3,,,,
CDS_NC_013364.1_1865477_1865597_neg,NC_013364.1,ECO111_RS31170,,,1865477,1865597,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477181.1,,,212,3,,,,
CDS_NC_013364.1_1865963_1867100_pos,NC_013364.1,ECO111_RS09740,,,1865963,1867100,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,ECO111_1851,212,3,,,,
CDS_NC_013364.1_1865246_1865456_pos,NC_013364.1,ECO111_RS09730,WP_001001073.1,,1865246,1865456,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001702891.1,,,212,3,,,,
CDS_NC_013365.1_167353_167560_neg,NC_013365.1,ECO111_RS34185,WP_000765780.1,,167353,167560,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000765780.1,,ECO111_p1-188,213,2,,,,
CDS_NC_013365.1_167955_168223_neg,NC_013365.1,ECO111_RS28775,,,167955,168223,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000233944.1,,ECO111_p1-190,213,2,,,,
CDS_NC_013364.1_3351089_3352190_pos,NC_013364.1,ECO111_RS31815,,,3351089,3352190,pos,True,alpha amylase C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:YP_008439272.1,,,214,2,,,,
CDS_NC_013364.1_3349246_3350965_neg,NC_013364.1,ECO111_RS17670,WP_001426837.1,,3349246,3350965,neg,,ATP-binding protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001704620.1,,ECO111_3380,214,2,,,,
