,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_018658.1_4510973_4511315_pos,NC_018658.1,O3K_RS22005,WP_000132630.1,symE,4510973,4511315,pos,,endoribonuclease SymE,,COORDINATES: similar to AA sequence:RefSeq:YP_009502675.1,,O3K_21805,88,2,,,,
CDS_NC_018666.1_2093_2444_pos,NC_018666.1,O3K_RS26115,WP_000721276.1,aap,2093,2444,pos,,dispersin Aap,,COORDINATES: similar to AA sequence:RefSeq:WP_000721278.1,,,89,2,,,,
CDS_NC_018666.1_2647_3127_neg,NC_018666.1,O3K_RS26120,,,2647,3127,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611465.1,,,89,2,,,,
CDS_NC_018658.1_2911496_2911844_neg,NC_018658.1,O3K_RS14225,WP_000256823.1,,2911496,2911844,neg,,head decoration protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309136.1,,O3K_14160,90,2,40.0,2.0,,
CDS_NC_018658.1_2179783_2180131_pos,NC_018658.1,O3K_RS10545,WP_000256823.1,,2179783,2180131,pos,,head decoration protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309136.1,,O3K_10495,90,2,40.0,2.0,,
CDS_NC_018658.1_4233044_4233868_pos,NC_018658.1,O3K_RS20775,,,4233044,4233868,pos,True,YaeF family permuted papain-like enzyme,,COORDINATES: similar to AA sequence:RefSeq:NP_414735.4,,O3K_20590,91,2,,,,
CDS_NC_018658.1_4231273_4232992_pos,NC_018658.1,O3K_RS20770,WP_001260716.1,proS,4231273,4232992,pos,,proline--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_012133963.1,6.1.1.15,O3K_20585,91,2,,,,
CDS_NC_018658.1_2181644_2181998_pos,NC_018658.1,O3K_RS10560,WP_001204556.1,,2181644,2181998,pos,,tail attachment protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001204533.1,,O3K_10510,92,2,41.0,2.0,,
CDS_NC_018658.1_2909644_2909998_neg,NC_018658.1,O3K_RS14210,WP_001204198.1,,2909644,2909998,neg,,tail attachment protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001204533.1,,O3K_14145,92,2,41.0,2.0,,
CDS_NC_018666.1_62845_63978_neg,NC_018666.1,O3K_RS26495,,,62845,63978,neg,True,IS110 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000555401.1,,O3K_26457,93,6,,,,
CDS_NC_018666.1_43253_43550_neg,NC_018666.1,O3K_RS26405,WP_000624689.1,tnpB,43253,43550,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_000624621.1,,O3K_26367,93,6,42.0,3.0,30.0,3.0
CDS_NC_018658.1_4571312_4571663_pos,NC_018658.1,O3K_RS22320,WP_000624722.1,tnpB,4571312,4571663,pos,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_017901265.1,,O3K_22120,93,6,42.0,3.0,30.0,3.0
CDS_NC_018666.1_60787_61138_pos,NC_018666.1,O3K_RS26485,WP_000624736.1,tnpB,60787,61138,pos,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_017901265.1,,O3K_26447,93,6,42.0,3.0,30.0,3.0
CDS_NC_018666.1_61168_62593_pos,NC_018666.1,O3K_RS26490,,,61168,62593,pos,True,IS66-like element ISEc43 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000080172.1,,O3K_26452,93,6,,,,
CDS_NC_018666.1_62584_62736_pos,NC_018666.1,O3K_RS26805,,,62584,62736,pos,True,restriction endonuclease subunit S,,COORDINATES: similar to AA sequence:RefSeq:WP_001293049.1,,,93,6,,,,
CDS_NC_018658.1_3591868_3592198_neg,NC_018658.1,O3K_RS17640,WP_000847391.1,,3591868,3592198,neg,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309671.1,,O3K_17545,94,3,43.0,3.0,,
CDS_NC_018658.1_2904139_2904469_neg,NC_018658.1,O3K_RS14175,WP_000847379.1,,2904139,2904469,neg,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309671.1,,O3K_14110,94,3,43.0,3.0,,
CDS_NC_018658.1_2187205_2187535_pos,NC_018658.1,O3K_RS10595,WP_000847379.1,,2187205,2187535,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309671.1,,O3K_10545,94,3,43.0,3.0,,
CDS_NC_018658.1_3215077_3215425_pos,NC_018658.1,O3K_RS15865,WP_000612626.1,tnpB,3215077,3215425,pos,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_004966400.1,,O3K_15790,95,5,44.0,4.0,31.0,4.0
CDS_NC_018658.1_3215564_3216602_pos,NC_018658.1,O3K_RS15870,,,3215564,3216602,pos,True,IS66-like element ISEc22 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,,95,5,,,,
CDS_NC_018666.1_16502_16850_neg,NC_018666.1,O3K_RS26205,WP_000612591.1,tnpB,16502,16850,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_019104956.1,,O3K_26177,95,5,44.0,4.0,31.0,4.0
CDS_NC_018658.1_4543432_4543780_pos,NC_018658.1,O3K_RS22185,WP_000612591.1,tnpB,4543432,4543780,pos,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_019104956.1,,O3K_21985,95,5,44.0,4.0,31.0,4.0
CDS_NC_018658.1_1990995_1991343_pos,NC_018658.1,O3K_RS09540,WP_000609174.1,tnpB,1990995,1991343,pos,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_004966400.1,,O3K_09495,95,5,44.0,4.0,31.0,4.0
CDS_NC_018658.1_1141304_1141634_pos,NC_018658.1,O3K_RS05520,WP_000206990.1,,1141304,1141634,pos,,YqcC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417272.1,,O3K_05540,96,2,,,,
CDS_NC_018658.1_1141633_1142416_pos,NC_018658.1,O3K_RS05525,,truC,1141633,1142416,pos,True,tRNA pseudouridine(65) synthase TruC,,COORDINATES: similar to AA sequence:RefSeq:NP_417271.1,,,96,2,,,,
CDS_NC_018658.1_5017464_5018140_pos,NC_018658.1,O3K_RS24390,,,5017464,5018140,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477181.1,,,97,3,,,,
CDS_NC_018658.1_5016335_5016653_pos,NC_018658.1,O3K_RS24380,WP_000852812.1,metJ,5016335,5016653,pos,,met regulon transcriptional regulator MetJ,,COORDINATES: similar to AA sequence:RefSeq:WP_015855437.1,,O3K_24145,97,3,,,,
CDS_NC_018658.1_5016712_5017320_pos,NC_018658.1,O3K_RS24385,,,5016712,5017320,pos,True,YiiX family permuted papain-like enzyme,,COORDINATES: similar to AA sequence:RefSeq:NP_312893.1,,,97,3,,,,
CDS_NC_018658.1_2543069_2543387_neg,NC_018658.1,O3K_RS12480,WP_000042397.1,,2543069,2543387,neg,,DNA-binding transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_000042397.1,,O3K_12440,98,2,,,,
CDS_NC_018658.1_2543379_2543749_neg,NC_018658.1,O3K_RS12485,,,2543379,2543749,neg,True,type II toxin-antitoxin system RelE/ParE family toxin,,COORDINATES: similar to AA sequence:RefSeq:WP_016232244.1,,O3K_12445,98,2,,,,
CDS_NC_018658.1_884735_885059_pos,NC_018658.1,O3K_RS04315,WP_001387054.1,,884735,885059,pos,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,O3K_04325,99,2,,,,
CDS_NC_018658.1_885089_885669_neg,NC_018658.1,O3K_RS04320,,,885089,885669,neg,True,transposase family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001347735.1,,O3K_04330,99,2,,,,
CDS_NC_018658.1_883489_883657_pos,NC_018658.1,O3K_RS04300,,,883489,883657,pos,True,transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_309414.1,,O3K_04310,100,2,,,,
CDS_NC_018658.1_883069_883375_pos,NC_018658.1,O3K_RS04295,WP_001420595.1,,883069,883375,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001604127.1,,O3K_04305,100,2,,,,
CDS_NC_018658.1_4186550_4188692_neg,NC_018658.1,O3K_RS20555,WP_000103304.1,,4186550,4188692,neg,,type VI secretion system tip protein VgrG,,COORDINATES: similar to AA sequence:RefSeq:NP_308263.1,,O3K_20400,101,3,45.0,3.0,32.0,3.0
CDS_NC_018658.1_3835228_3837130_pos,NC_018658.1,O3K_RS18915,WP_000103238.1,,3835228,3837130,pos,,type VI secretion system tip protein VgrG,,COORDINATES: similar to AA sequence:RefSeq:NP_308634.1,,O3K_18770,101,3,45.0,3.0,32.0,3.0
CDS_NC_018658.1_2710704_2712813_neg,NC_018658.1,O3K_RS13255,WP_000103201.1,,2710704,2712813,neg,,type VI secretion system tip protein VgrG,,COORDINATES: similar to AA sequence:RefSeq:NP_310087.1,,O3K_13210,101,3,45.0,3.0,32.0,3.0
CDS_NC_018658.1_3283007_3284714_neg,NC_018658.1,O3K_RS16150,WP_000143988.1,,3283007,3284714,neg,,terminase,,COORDINATES: similar to AA sequence:RefSeq:NP_309247.1,,O3K_16075,102,2,46.0,2.0,,
CDS_NC_018658.1_2553664_2555371_pos,NC_018658.1,O3K_RS12575,WP_001387707.1,,2553664,2555371,pos,,terminase,,COORDINATES: similar to AA sequence:RefSeq:NP_309247.1,,O3K_12530,102,2,46.0,2.0,,
CDS_NC_018658.1_4592961_4593659_pos,NC_018658.1,O3K_RS22430,,,4592961,4593659,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,O3K_22260,103,2,,,,
CDS_NC_018658.1_4591745_4592042_neg,NC_018658.1,O3K_RS22425,WP_001099275.1,,4591745,4592042,neg,,helix-turn-helix transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_012907439.1,,O3K_22250,103,2,,,,
CDS_NC_018658.1_4595956_4596856_pos,NC_018658.1,O3K_RS22450,,,4595956,4596856,pos,True,DUF1738 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001748766.1,,O3K_22280,104,2,,,,
CDS_NC_018658.1_4595577_4595871_pos,NC_018658.1,O3K_RS22445,WP_001143292.1,,4595577,4595871,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001143292.1,,O3K_22275,104,2,,,,
CDS_NC_018666.1_35757_36042_neg,NC_018666.1,O3K_RS26355,WP_001387467.1,,35757,36042,neg,,"ribbon-helix-helix protein, CopG family",,COORDINATES: similar to AA sequence:RefSeq:NP_052676.1,,O3K_26312,105,2,,,,
CDS_NC_018666.1_36949_37778_neg,NC_018666.1,O3K_RS26360,,repA,36949,37778,neg,True,incFII family plasmid replication initiator RepA,,COORDINATES: similar to AA sequence:RefSeq:NP_052675.1,,O3K_26317,105,2,,,,
CDS_NC_018658.1_3270102_3270381_neg,NC_018658.1,O3K_RS16090,WP_000455634.1,,3270102,3270381,neg,,outer membrane protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309261.1,,O3K_16015,106,2,47.0,2.0,33.0,2.0
CDS_NC_018658.1_2568087_2568366_pos,NC_018658.1,O3K_RS12640,WP_000455633.1,,2568087,2568366,pos,,outer membrane protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309261.1,,O3K_12590,106,2,47.0,2.0,33.0,2.0
CDS_NC_018658.1_4557180_4557668_neg,NC_018658.1,O3K_RS22255,,,4557180,4557668,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611482.1,,,107,2,,,,
CDS_NC_018658.1_4556840_4557098_neg,NC_018658.1,O3K_RS22250,WP_000177057.1,,4556840,4557098,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000177060.1,,,107,2,,,,
CDS_NC_018658.1_941339_941603_neg,NC_018658.1,O3K_RS26655,WP_001387038.1,,941339,941603,neg,,hypothetical protein,,COORDINATES: protein motif:HMM:NF023154.1,,O3K_04595,108,2,,,,
CDS_NC_018658.1_941743_942441_neg,NC_018658.1,O3K_RS04565,,,941743,942441,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,O3K_04600,108,2,,,,
CDS_NC_018658.1_4540182_4540308_pos,NC_018658.1,O3K_RS22160,,,4540182,4540308,pos,True,hemolysin activation protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000850858.1,,O3K_21960,109,2,,,,
CDS_NC_018658.1_4539564_4539831_pos,NC_018658.1,O3K_RS22155,WP_000840367.1,,4539564,4539831,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000840368.1,,O3K_21955,109,2,,,,
CDS_NC_018658.1_3029067_3029412_neg,NC_018658.1,O3K_RS14865,,,3029067,3029412,neg,True,autotransporter outer membrane beta-barrel domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311542.2,,,110,2,,,,
CDS_NC_018658.1_3028429_3028696_pos,NC_018658.1,O3K_RS14860,WP_001185665.1,minE,3028429,3028696,pos,,cell division topological specificity factor MinE,,COORDINATES: similar to AA sequence:RefSeq:NP_309695.1,,O3K_14800,110,2,,,,
CDS_NC_018658.1_4548159_4548258_neg,NC_018658.1,O3K_RS22210,,,4548159,4548258,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612101.1,,,111,2,,,,
CDS_NC_018658.1_4547562_4547820_neg,NC_018658.1,O3K_RS22205,WP_000555341.1,,4547562,4547820,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016230781.1,,O3K_22005,111,2,,,,
CDS_NC_018658.1_4427506_4427770_pos,NC_018658.1,O3K_RS21615,WP_001274021.1,rpsT,4427506,4427770,pos,,30S ribosomal protein S20,,COORDINATES: similar to AA sequence:RefSeq:WP_006117633.1,,O3K_21435,112,3,,,,
CDS_NC_018658.1_4428253_4429674_pos,NC_018658.1,O3K_RS21620,,espX1,4428253,4429674,pos,True,type III secretion system effector EspX1,,COORDINATES: similar to AA sequence:RefSeq:NP_308052.1,,O3K_21440,112,3,,,,
CDS_NC_018658.1_4429920_4431252_pos,NC_018658.1,O3K_RS21625,,,4429920,4431252,pos,True,fimbria/pilus outer membrane usher protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308049.1,,O3K_21445,112,3,,,,
CDS_NC_018658.1_2167849_2169703_pos,NC_018658.1,O3K_RS10470,WP_000874354.1,,2167849,2169703,pos,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_309988.1,,O3K_10415,113,2,48.0,2.0,34.0,2.0
CDS_NC_018658.1_2922230_2924084_neg,NC_018658.1,O3K_RS14295,WP_000874307.1,,2922230,2924084,neg,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_309808.1,,O3K_14245,113,2,48.0,2.0,34.0,2.0
CDS_NC_018658.1_3679076_3679325_pos,NC_018658.1,O3K_RS18180,WP_001028974.1,,3679076,3679325,pos,,usher protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004976513.1,,O3K_18055,114,3,,,,
CDS_NC_018658.1_3680067_3680736_pos,NC_018658.1,O3K_RS18190,,,3680067,3680736,pos,True,fimbrial protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415244.4,,O3K_18070,114,3,,,,
CDS_NC_018658.1_3679353_3680051_pos,NC_018658.1,O3K_RS18185,,,3679353,3680051,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,O3K_18065,114,3,,,,
CDS_NC_018658.1_3614303_3614492_neg,NC_018658.1,O3K_RS17805,,emrE,3614303,3614492,neg,True,SMR family multidrug efflux protein EmrE,,COORDINATES: similar to AA sequence:RefSeq:NP_309641.1,,O3K_17710,115,3,,,,
CDS_NC_018658.1_3613168_3613408_neg,NC_018658.1,O3K_RS17795,WP_000338663.1,,3613168,3613408,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000338663.1,,O3K_17700,115,3,,,,
CDS_NC_018658.1_3613519_3614305_neg,NC_018658.1,O3K_RS17800,,,3613519,3614305,neg,True,zinc ribbon domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415076.1,,O3K_17705,115,3,,,,
CDS_NC_018658.1_3315038_3315290_pos,NC_018658.1,O3K_RS16395,WP_000497815.1,,3315038,3315290,pos,,DUF4222 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001563186.1,,O3K_16310,116,2,49.0,2.0,35.0,2.0
CDS_NC_018658.1_2527219_2527471_neg,NC_018658.1,O3K_RS12350,WP_000497813.1,,2527219,2527471,neg,,DUF4222 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001563186.1,,O3K_12310,116,2,49.0,2.0,35.0,2.0
CDS_NC_018658.1_4782023_4782245_pos,NC_018658.1,O3K_RS23355,WP_000692350.1,,4782023,4782245,pos,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708771.1,,O3K_23175,117,5,50.0,5.0,36.0,5.0
CDS_NC_018658.1_1978734_1978956_neg,NC_018658.1,O3K_RS09475,WP_000692323.1,,1978734,1978956,neg,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310831.1,,O3K_09420,117,5,50.0,5.0,36.0,5.0
CDS_NC_018658.1_50330_50552_neg,NC_018658.1,O3K_RS00260,WP_000692300.1,,50330,50552,neg,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309431.1,,O3K_00280,117,5,50.0,5.0,36.0,5.0
CDS_NC_018658.1_3142978_3143200_neg,NC_018658.1,O3K_RS15495,WP_000692357.1,,3142978,3143200,neg,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708771.1,,O3K_15420,117,5,50.0,5.0,36.0,5.0
CDS_NC_018658.1_858943_859165_neg,NC_018658.1,O3K_RS04165,WP_000692350.1,,858943,859165,neg,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708771.1,,O3K_04185,117,5,50.0,5.0,36.0,5.0
CDS_NC_018658.1_2704622_2704850_neg,NC_018658.1,O3K_RS13235,WP_001120141.1,pptA,2704622,2704850,neg,,tautomerase PptA,,COORDINATES: similar to AA sequence:RefSeq:NP_310091.1,5.3.2.-,O3K_13190,118,2,,,,
CDS_NC_018658.1_2704903_2705674_neg,NC_018658.1,O3K_RS13240,,,2704903,2705674,neg,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,O3K_13195,118,2,,,,
CDS_NC_018658.1_3288810_3289056_neg,NC_018658.1,O3K_RS16190,WP_001290230.1,,3288810,3289056,neg,,DUF826 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310997.1,,O3K_16115,119,2,51.0,2.0,37.0,2.0
CDS_NC_018658.1_2549734_2549980_pos,NC_018658.1,O3K_RS12535,WP_001290236.1,,2549734,2549980,pos,,DUF826 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310997.1,,O3K_12495,119,2,51.0,2.0,37.0,2.0
CDS_NC_018658.1_3288517_3288733_neg,NC_018658.1,O3K_RS16185,WP_001072901.1,,3288517,3288733,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,O3K_16110,120,4,52.0,4.0,,
CDS_NC_018658.1_2921864_2922080_neg,NC_018658.1,O3K_RS14290,WP_000284510.1,,2921864,2922080,neg,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,O3K_14240,120,4,52.0,4.0,,
CDS_NC_018658.1_2550056_2550272_pos,NC_018658.1,O3K_RS12540,WP_000284506.1,,2550056,2550272,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,O3K_12500,120,4,52.0,4.0,,
CDS_NC_018658.1_2169853_2170069_pos,NC_018658.1,O3K_RS10475,WP_000284510.1,,2169853,2170069,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,O3K_10420,120,4,52.0,4.0,,
CDS_NC_018658.1_3178073_3178533_pos,NC_018658.1,O3K_RS15675,,tnpA,3178073,3178533,pos,True,IS200/IS605 family transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_459923.1,,,121,2,,,,
CDS_NC_018658.1_3177455_3177668_pos,NC_018658.1,O3K_RS15670,WP_071588984.1,,3177455,3177668,pos,,tellurite resistance TerB family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001505166.1,,O3K_15610,121,2,,,,
CDS_NC_018658.1_1061683_1061803_pos,NC_018658.1,O3K_RS26660,,,1061683,1061803,pos,True,type III secretion protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001314987.1,,,122,3,,,,
CDS_NC_018658.1_1060060_1061671_pos,NC_018658.1,O3K_RS05130,WP_000676936.1,,1060060,1061671,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001613747.1,,O3K_05145,122,3,,,,
CDS_NC_018658.1_1061802_1062747_pos,NC_018658.1,O3K_RS26665,,,1061802,1062747,pos,True,YscQ/HrcQ family type III secretion apparatus protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001578916.1,,,122,3,,,,
CDS_NC_018658.1_3190108_3190342_neg,NC_018658.1,O3K_RS15730,WP_000124173.1,,3190108,3190342,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309405.1,,O3K_15675,123,2,53.0,2.0,38.0,2.0
CDS_NC_018658.1_876813_877047_pos,NC_018658.1,O3K_RS04265,WP_000124181.1,,876813,877047,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309405.1,,O3K_04275,123,2,53.0,2.0,38.0,2.0
CDS_NC_018658.1_1070704_1071337_pos,NC_018658.1,O3K_RS05210,,,1070704,1071337,pos,True,response regulator transcription factor,,COORDINATES: similar to AA sequence:RefSeq:NP_311739.1,,O3K_05235,124,2,,,,
CDS_NC_018658.1_1070274_1070484_pos,NC_018658.1,O3K_RS05205,WP_000466343.1,,1070274,1070484,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000466343.1,,,124,2,,,,
CDS_NC_018658.1_2571845_2572097_pos,NC_018658.1,O3K_RS12675,WP_000540395.1,,2571845,2572097,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309267.1,,O3K_12625,125,2,54.0,2.0,39.0,2.0
CDS_NC_018658.1_3266363_3266615_neg,NC_018658.1,O3K_RS16055,WP_000540391.1,,3266363,3266615,neg,,bacteriocin,,COORDINATES: similar to AA sequence:RefSeq:NP_309267.1,,O3K_15980,125,2,54.0,2.0,39.0,2.0
CDS_NC_018658.1_4539217_4539424_neg,NC_018658.1,O3K_RS22150,WP_000235221.1,,4539217,4539424,neg,,AlpA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_000235222.1,,O3K_21950,126,5,55.0,4.0,40.0,3.0
CDS_NC_018658.1_1994582_1994789_neg,NC_018658.1,O3K_RS09560,WP_000235214.1,,1994582,1994789,neg,,AlpA family phage regulatory protein,,COORDINATES: similar to AA sequence:RefSeq:WP_020234041.1,,O3K_09510,126,5,55.0,4.0,,
CDS_NC_018658.1_61467_61674_neg,NC_018658.1,O3K_RS00310,WP_000211310.1,,61467,61674,neg,,AlpA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_001564245.1,,O3K_00340,126,5,55.0,4.0,40.0,3.0
CDS_NC_018658.1_872522_872729_neg,NC_018658.1,O3K_RS04225,WP_001095912.1,,872522,872729,neg,,AlpA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_708761.1,,O3K_04240,126,5,55.0,4.0,40.0,3.0
CDS_NC_018658.1_62381_62593_pos,NC_018658.1,O3K_RS00315,,hha,62381,62593,pos,True,hemolysin expression modulator Hha,,COORDINATES: similar to AA sequence:RefSeq:WP_000453334.1,,O3K_00345,126,5,,,,
CDS_NC_018658.1_3602455_3602662_neg,NC_018658.1,O3K_RS17705,WP_000198149.1,,3602455,3602662,neg,,gpW family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309658.1,,O3K_17610,127,2,,,,
CDS_NC_018658.1_3602658_3604583_neg,NC_018658.1,O3K_RS17710,,,3602658,3604583,neg,True,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309657.1,,O3K_17620,127,2,,,,
CDS_NC_018666.1_269_585_neg,NC_018666.1,O3K_RS26105,,,269,585,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001034089.1,,,128,2,,,,
CDS_NC_018666.1_0_74217_neg,NC_018666.1,O3K_RS26100,WP_000643555.1,aar,0,74217,neg,,AggR-activated transcriptional regulator Aar,,COORDINATES: similar to AA sequence:RefSeq:WP_000643555.1,,,128,2,,,,
CDS_NC_018658.1_3208256_3208451_pos,NC_018658.1,O3K_RS15835,WP_001004881.1,,3208256,3208451,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309391.1,,O3K_15750,129,2,,,,
CDS_NC_018658.1_3209249_3209586_neg,NC_018658.1,O3K_RS15840,,,3209249,3209586,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009502602.1,,,129,2,,,,
CDS_NC_018658.1_1977830_1978204_neg,NC_018658.1,O3K_RS09465,,cbtA,1977830,1978204,neg,True,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_416509.1,,O3K_09410,130,2,,,,
CDS_NC_018658.1_1977639_1977834_neg,NC_018658.1,O3K_RS09460,WP_000988600.1,,1977639,1977834,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310834.2,,O3K_09405,130,2,,,,
CDS_NC_018658.1_2176456_2176663_pos,NC_018658.1,O3K_RS10530,WP_000259002.1,,2176456,2176663,pos,,head-tail joining protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310761.1,,O3K_10480,131,2,56.0,2.0,,
CDS_NC_018658.1_2914964_2915171_neg,NC_018658.1,O3K_RS14240,WP_000259002.1,,2914964,2915171,neg,,head-tail joining protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310761.1,,O3K_14175,131,2,56.0,2.0,,
CDS_NC_018658.1_4571693_4573307_pos,NC_018658.1,O3K_RS22325,WP_000080200.1,,4571693,4573307,pos,,IS66-like element ISEc23 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000080195.1,,O3K_22125,132,2,,,,
CDS_NC_018658.1_4574262_4574489_pos,NC_018658.1,O3K_RS26765,,,4574262,4574489,pos,True,acetolactate synthase small subunit,,COORDINATES: similar to AA sequence:RefSeq:YP_005229544.1,,,132,2,,,,
CDS_NC_018658.1_240581_240773_neg,NC_018658.1,O3K_RS01175,WP_000988308.1,bcsF,240581,240773,neg,,cellulose biosynthesis protein BcsF,,COORDINATES: similar to AA sequence:RefSeq:NP_417994.2,,O3K_01205,133,2,,,,
CDS_NC_018658.1_240769_242342_neg,NC_018658.1,O3K_RS01180,,bcsE,240769,242342,neg,True,cellulose biosynthesis protein BcsE,,COORDINATES: similar to AA sequence:RefSeq:NP_417993.1,,,133,2,,,,
